N,P,K,temperature,humidity,ph,rainfall,label
112.1,57.8,10.2,30.4,68.5,8.19,92.6,cotton
80.3,71.1,45.4,22.1,75.6,6.19,179.2,jute
20.1,12.9,4.9,21.7,84.9,7.57,81.4,orange
76.3,37.9,29.6,24.9,84.4,6.87,232.6,rice
85.7,38.2,27.9,20.7,71.0,6.58,264.7,rice
61.3,74.0,56.1,28.4,66.2,5.75,106.7,banana
97.7,11.5,30.3,24.4,68.0,6.36,174.8,coffee
101.6,39.4,23.5,27.8,58.2,6.18,173.3,coffee
105.7,39.6,27.8,28.8,59.1,6.68,188.9,coffee
15.7,137.6,182.1,24.8,80.0,5.88,45.0,grapes
20.5,15.5,4.2,23.2,92.9,6.3,105.5,orange
13.8,114.5,189.3,22.7,84.0,6.84,75.9,grapes
16.5,26.9,32.5,31.5,45.1,5.41,86.0,mango
27.9,52.7,91.0,17.5,15.3,7.85,73.7,chickpea
30.8,62.8,13.6,21.5,66.2,7.11,23.9,lentil
89.5,45.0,19.8,21.5,55.1,5.92,61.2,maize
87.6,36.9,24.4,19.7,60.2,5.54,70.8,maize
113.6,79.9,32.1,32.4,83.8,4.74,123.4,banana
18.4,17.4,28.2,31.6,44.2,6.36,64.0,mango
120.5,33.6,30.6,22.6,49.8,6.96,157.3,coffee
90.3,31.3,14.3,26.7,68.8,6.4,170.7,coffee
19.7,65.7,15.6,21.5,63.2,6.0,63.9,lentil
32.7,78.2,93.6,15.1,16.4,7.68,77.3,chickpea
90.8,14.1,50.8,26.2,84.7,6.81,57.7,watermelon
68.6,55.5,46.4,22.2,77.1,6.61,182.2,jute
12.8,65.2,17.5,18.3,55.3,6.29,53.3,lentil
88.3,52.5,37.2,23.4,82.4,6.24,146.5,jute
14.0,11.1,13.6,21.5,96.2,7.18,123.9,orange
123.1,56.5,20.3,28.3,72.4,6.67,119.1,cotton
79.1,59.5,43.3,26.6,86.2,6.44,178.8,rice
19.6,143.8,184.8,24.9,73.1,6.67,60.2,grapes
91.1,94.2,66.8,29.8,78.1,5.78,130.7,banana
64.1,38.4,23.0,21.8,86.9,6.49,237.1,rice
19.3,131.2,205.0,26.5,78.5,5.83,54.4,grapes
125.8,35.6,22.1,27.4,60.2,6.99,90.2,cotton
81.2,42.9,39.9,24.1,86.1,6.37,231.7,rice
89.9,47.2,19.6,24.9,78.6,6.95,219.2,rice
5.8,36.1,13.9,29.1,36.4,6.62,125.5,mango
100.2,22.2,23.8,25.2,62.9,7.09,152.5,coffee
21.4,10.9,8.0,23.3,97.8,6.62,125.3,orange
76.1,49.5,43.6,24.3,79.2,7.19,157.1,jute
10.8,68.1,22.4,19.5,61.7,7.27,34.1,lentil
114.3,70.2,50.0,26.7,71.9,5.8,148.8,banana
75.1,88.6,52.6,27.3,90.6,5.85,124.1,banana
9.5,25.9,21.1,33.5,38.4,5.53,80.0,mango
17.3,15.1,7.3,25.7,97.1,7.26,84.3,orange
12.0,34.0,31.9,33.6,52.6,6.04,85.3,mango
35.7,48.4,68.2,22.7,14.0,6.63,97.9,chickpea
120.6,17.1,40.1,26.2,91.3,7.32,42.2,watermelon
42.3,65.8,91.4,17.9,14.9,7.35,76.4,chickpea
17.5,12.8,17.8,24.0,89.6,7.22,100.8,orange
15.8,32.4,42.2,31.8,58.2,5.08,63.7,mango
18.5,113.2,205.0,29.3,83.2,5.99,84.6,grapes
89.0,16.3,50.1,25.6,89.0,6.57,32.4,watermelon
67.5,49.5,26.5,20.3,62.1,5.58,128.9,maize
59.2,66.5,42.0,22.9,81.8,6.9,203.7,jute
96.6,84.4,54.0,26.9,79.9,6.27,93.2,banana
72.8,37.8,50.6,25.1,79.9,6.65,248.9,rice
15.2,127.3,191.0,20.5,87.8,5.65,52.5,grapes
20.6,32.8,30.7,30.2,52.2,6.05,71.6,mango
15.7,10.1,11.7,22.6,88.3,6.08,139.3,orange
132.6,44.9,19.1,25.4,57.1,6.19,107.5,cotton
104.4,36.7,28.2,25.2,55.0,6.24,202.1,coffee
18.6,113.9,205.0,27.2,84.2,6.14,67.4,grapes
71.0,37.3,36.5,29.5,74.8,6.74,193.5,rice
22.8,63.7,26.1,25.5,60.4,6.93,40.0,lentil
117.7,24.0,50.2,25.6,84.9,6.41,42.4,watermelon
98.7,81.4,39.5,26.4,73.0,6.83,108.4,banana
28.1,120.8,187.0,24.2,77.0,6.38,50.1,grapes
16.3,25.9,14.0,31.2,39.5,5.99,125.4,mango
15.9,17.2,8.2,21.6,95.1,7.14,121.4,orange
110.3,40.1,33.8,22.5,51.9,7.42,157.8,coffee
23.0,67.6,55.1,18.4,20.2,7.43,103.4,chickpea
83.7,36.5,23.0,26.5,52.0,6.88,158.3,coffee
99.2,69.4,71.2,24.2,77.3,6.47,112.5,banana
106.0,82.5,54.6,28.9,81.9,6.56,64.1,banana
40.7,68.9,80.8,16.2,14.0,6.98,60.7,chickpea
89.5,58.9,26.6,27.6,85.9,7.21,65.5,cotton
140.0,31.7,14.4,29.4,70.1,6.53,79.4,cotton
82.5,36.7,16.3,27.2,52.3,6.31,132.5,maize
131.3,50.0,13.7,30.8,72.7,7.03,111.3,cotton
16.0,41.8,22.8,15.9,77.2,7.28,48.5,lentil
75.2,76.8,39.6,27.2,79.3,6.22,137.6,banana
114.0,83.1,63.1,25.1,77.8,6.07,103.9,banana
69.9,36.6,39.2,20.2,83.7,6.32,187.0,jute
30.5,22.2,6.0,23.9,92.2,6.58,104.0,orange
67.6,34.3,30.8,28.6,80.5,6.92,138.8,jute
93.1,43.4,23.6,24.8,52.5,7.01,197.0,coffee
19.8,20.8,36.1,34.9,57.1,6.44,105.0,mango
88.7,73.4,41.4,28.3,71.9,6.04,101.1,banana
105.9,15.1,53.7,27.5,85.8,7.23,50.8,watermelon
83.1,50.5,40.5,19.8,85.2,6.15,252.6,rice
91.5,83.9,38.2,25.7,69.5,5.4,101.2,banana
25.4,59.0,84.0,19.7,19.3,8.01,94.7,chickpea
98.6,75.3,37.8,23.6,75.7,6.29,112.7,banana
116.5,84.7,42.7,28.6,78.5,5.81,101.3,banana
13.1,133.5,205.0,25.0,71.5,6.35,82.4,grapes
29.6,128.4,205.0,19.3,76.6,6.23,61.9,grapes
16.2,93.1,182.4,21.3,88.4,6.09,69.1,grapes
100.8,28.2,36.0,24.5,58.9,6.94,200.3,coffee
102.4,39.3,27.0,27.5,51.5,6.96,197.5,coffee
84.7,60.8,62.4,25.0,74.1,5.48,172.5,banana
10.1,16.9,7.0,20.6,93.4,7.25,149.5,orange
17.4,24.7,13.5,24.6,85.1,7.22,142.5,orange
69.4,42.4,50.0,29.1,79.8,6.54,185.3,jute
93.2,18.2,29.2,23.8,63.6,6.71,179.5,coffee
82.2,39.9,54.4,25.1,81.5,6.45,255.7,rice
24.3,64.2,17.0,18.0,58.4,7.49,58.1,lentil
71.9,52.4,37.6,26.0,94.1,6.31,147.0,jute
97.9,31.9,41.0,23.9,55.8,6.83,147.0,coffee
9.1,113.8,191.8,24.8,81.5,6.03,78.2,grapes
22.9,118.3,169.8,22.1,81.3,6.1,58.9,grapes
127.1,52.4,21.7,25.9,58.9,6.51,81.8,cotton
136.9,48.4,27.1,26.1,65.9,6.79,97.5,cotton
25.3,55.4,19.3,18.7,62.1,6.87,39.1,lentil
49.7,77.3,83.7,10.2,16.7,7.05,54.6,chickpea
76.3,53.0,27.8,24.8,67.4,6.63,101.6,maize
89.9,49.6,37.5,23.1,91.0,6.2,224.3,rice
26.0,24.2,31.7,31.5,43.3,6.21,107.1,mango
41.7,67.1,78.3,21.1,14.0,7.84,93.6,chickpea
69.9,32.5,26.4,22.0,50.4,5.08,68.8,maize
64.7,45.7,29.8,23.1,76.9,6.51,186.3,jute
80.2,53.7,42.4,23.2,79.7,5.72,199.9,rice
105.5,71.5,50.9,26.1,81.9,5.42,101.5,banana
17.7,69.8,14.9,23.1,64.2,7.43,48.9,lentil
9.3,21.1,3.2,24.9,86.0,6.89,98.5,orange
20.1,23.4,17.6,31.8,38.0,5.94,89.0,mango
21.4,18.2,11.4,24.4,89.1,6.62,153.0,orange
40.6,41.2,66.1,22.4,14.4,7.21,65.1,chickpea
77.8,44.4,40.4,23.6,74.4,5.26,222.3,rice
23.2,45.8,34.2,28.8,43.9,6.4,97.5,mango
17.9,12.4,14.1,26.6,93.0,7.03,143.5,orange
92.3,32.9,31.5,24.8,59.0,6.88,141.3,coffee
108.3,24.7,23.3,25.1,51.2,6.07,202.4,coffee
85.9,43.0,7.1,23.2,58.5,6.48,71.6,maize
71.7,50.0,9.9,23.6,67.3,5.53,92.4,maize
17.0,104.0,205.0,23.0,70.6,5.8,50.8,grapes
94.2,22.1,41.5,27.1,81.2,6.97,55.7,watermelon
31.6,27.5,28.8,33.5,48.3,6.4,98.6,mango
16.3,16.5,6.3,23.3,88.9,7.44,100.6,orange
82.5,24.7,56.3,27.1,89.8,5.91,270.3,rice
23.9,59.9,16.3,24.4,77.0,6.69,32.2,lentil
21.6,25.7,35.5,32.4,54.3,5.74,57.5,mango
131.4,53.4,16.6,25.3,67.7,7.04,106.8,cotton
26.6,56.5,17.0,20.1,71.2,6.32,45.0,lentil
10.7,58.8,31.9,20.3,59.5,6.71,38.8,lentil
74.8,55.0,41.1,28.7,72.5,6.97,179.5,jute
95.7,35.0,20.3,25.1,49.9,6.86,200.1,coffee
21.5,143.6,195.5,22.7,91.5,6.03,75.0,grapes
94.3,75.4,51.8,27.3,70.5,6.17,141.2,banana
84.8,13.0,61.4,25.7,82.7,6.16,40.7,watermelon
89.0,42.8,11.8,29.5,65.2,6.73,60.4,cotton
90.3,49.9,35.2,25.5,71.8,5.87,199.7,rice
77.1,21.2,27.2,24.8,60.7,7.13,174.2,coffee
34.3,54.4,71.2,22.3,16.0,6.64,104.2,chickpea
16.2,9.3,11.8,24.4,91.1,7.62,108.0,orange
18.0,136.9,145.2,24.5,80.4,6.18,58.8,grapes
118.5,50.1,14.2,24.5,70.7,7.29,117.7,cotton
124.6,34.3,12.4,26.2,71.9,6.88,64.1,cotton
37.2,67.9,19.6,20.7,60.9,6.86,51.2,lentil
94.4,32.6,38.0,24.0,79.8,7.54,199.2,jute
140.0,44.5,29.6,23.8,71.0,7.14,81.4,cotton
61.9,49.7,45.4,24.8,74.5,6.54,191.7,jute
22.1,36.5,36.4,30.9,55.1,5.77,71.3,mango
53.9,47.1,96.7,25.0,15.1,6.86,55.3,chickpea
89.5,72.8,22.3,27.9,70.0,6.17,101.3,banana
24.6,136.7,205.0,21.2,82.3,6.09,76.6,grapes
91.9,7.0,59.9,25.6,82.7,6.39,43.7,watermelon
18.2,125.8,203.6,24.6,85.8,6.11,85.9,grapes
98.8,16.6,30.9,24.3,62.1,5.68,160.1,coffee
72.4,54.4,34.4,27.3,79.5,5.98,179.4,jute
22.1,22.7,14.2,17.1,86.5,7.12,70.0,orange
140.0,47.6,26.9,30.3,55.3,7.05,77.4,cotton
77.7,58.1,34.2,24.9,81.5,6.46,220.3,rice
42.9,31.7,74.8,19.6,14.6,7.15,88.9,chickpea
18.7,59.4,31.2,16.7,70.1,7.3,45.5,lentil
61.8,14.8,31.8,27.6,87.5,7.03,37.7,watermelon
80.5,25.3,33.5,24.1,68.3,6.39,195.7,coffee
121.7,43.7,13.4,26.3,75.1,8.09,68.0,cotton
25.5,63.8,23.1,23.6,60.8,7.03,56.5,lentil
86.2,38.8,48.8,26.1,87.5,6.32,155.4,rice
117.4,22.6,19.2,21.6,40.0,7.25,238.2,coffee
111.1,31.1,21.3,25.9,68.1,6.64,107.4,cotton
18.3,68.7,27.1,22.7,48.7,6.95,37.6,lentil
94.9,35.3,17.6,29.4,66.3,7.48,97.8,cotton
37.7,58.7,68.5,18.5,20.7,7.37,72.4,chickpea
20.9,28.7,27.8,31.2,46.6,6.01,74.5,mango
16.9,18.0,5.8,20.9,88.5,6.63,116.5,orange
13.7,24.0,35.1,32.2,52.9,5.57,89.0,mango
98.6,15.4,64.9,24.9,87.2,6.62,61.2,watermelon
74.4,56.4,28.8,24.9,79.8,6.48,199.2,rice
94.3,36.8,19.8,25.3,54.6,5.9,104.3,maize
88.4,28.2,19.8,22.3,58.3,5.93,98.4,maize
17.9,74.4,17.6,19.2,71.1,7.57,44.9,lentil
95.4,88.7,46.8,24.9,83.2,6.47,121.7,banana
14.8,17.5,16.7,25.8,97.3,6.69,140.3,orange
100.4,80.8,56.1,25.4,77.9,5.84,102.7,banana
12.5,131.9,205.0,23.2,83.6,5.59,62.4,grapes
105.9,16.0,31.4,26.0,90.9,6.63,54.1,watermelon
20.4,16.1,9.4,24.2,95.0,6.97,112.3,orange
22.6,72.8,46.9,19.2,44.5,7.19,31.9,lentil
29.2,59.5,16.0,17.3,63.9,7.04,47.7,lentil
14.8,103.4,188.8,25.1,80.7,5.75,91.7,grapes
127.6,49.0,19.5,24.9,57.3,7.69,76.8,cotton
73.5,61.5,34.8,20.3,81.6,6.99,169.1,jute
12.1,26.6,6.4,25.3,89.9,6.73,145.6,orange
18.3,114.5,172.6,22.8,86.8,6.34,68.4,grapes
14.7,57.2,19.1,24.3,62.8,7.06,46.3,lentil
17.1,72.9,10.5,22.5,68.2,6.81,54.6,lentil
129.1,45.0,17.1,28.6,65.0,7.36,77.3,cotton
76.2,41.2,36.2,24.2,85.2,6.98,194.9,jute
78.6,10.4,22.0,25.3,87.6,5.93,61.2,watermelon
101.0,26.2,38.2,24.3,65.8,6.53,156.1,coffee
26.1,124.0,205.0,27.1,85.1,5.83,78.4,grapes
87.9,36.7,35.8,26.8,84.2,6.27,225.5,rice
106.3,38.1,35.9,26.4,61.1,6.16,161.5,coffee
23.3,70.4,96.8,21.4,14.0,7.76,86.9,chickpea
90.7,53.2,18.5,26.6,58.6,6.32,112.3,maize
77.8,14.4,31.6,21.0,84.5,6.23,43.8,watermelon
61.1,23.8,11.0,22.3,66.6,6.05,76.7,maize
23.6,71.3,17.6,16.8,52.0,6.86,28.8,lentil
90.6,70.0,56.3,23.3,75.8,6.9,85.7,banana
54.8,62.5,84.2,20.4,15.2,7.16,67.5,chickpea
17.4,11.4,32.7,30.7,54.9,5.65,81.4,mango
104.9,85.6,32.4,24.8,78.9,6.54,109.8,banana
109.9,59.5,26.2,26.3,64.6,6.66,90.5,cotton
26.6,67.4,31.3,15.4,73.4,7.34,47.4,lentil
27.9,61.6,108.7,17.2,15.1,6.92,90.3,chickpea
21.7,69.3,27.3,11.6,72.5,6.92,47.3,lentil
107.6,62.2,24.0,24.4,55.5,6.96,84.5,cotton
20.0,4.9,13.8,24.1,94.3,7.05,109.1,orange
24.0,9.4,27.2,35.2,53.1,5.58,105.0,mango
19.0,30.4,35.1,27.1,47.7,5.82,87.4,mango
98.8,28.1,25.0,22.8,51.5,6.73,152.3,coffee
99.5,82.4,54.5,27.0,85.7,5.99,137.8,banana
16.0,24.2,12.1,24.5,90.4,7.48,135.6,orange
94.7,19.8,43.9,25.4,86.5,7.45,40.3,watermelon
46.0,53.9,71.0,11.5,24.5,7.29,72.3,chickpea
93.1,23.5,52.3,27.4,94.6,6.47,45.7,watermelon
80.8,51.9,37.5,29.7,93.5,6.39,239.0,rice
98.7,38.6,7.2,22.9,59.0,4.88,94.9,maize
22.6,76.3,17.0,17.6,64.7,6.6,76.2,lentil
10.7,30.6,20.2,29.1,53.2,6.54,126.8,mango
21.4,17.7,28.2,34.7,58.6,6.29,69.3,mango
97.2,9.8,51.8,26.0,81.4,6.28,42.0,watermelon
49.6,68.4,74.8,17.4,14.0,7.41,73.8,chickpea
84.6,39.0,21.8,24.5,67.6,5.85,100.4,maize
32.6,53.4,59.7,23.0,14.0,6.99,46.7,chickpea
35.3,76.3,87.2,15.8,20.1,6.61,72.1,chickpea
89.0,32.5,15.7,18.0,61.5,6.37,92.0,maize
87.6,29.3,19.9,27.4,65.1,7.41,208.5,coffee
14.6,34.7,32.7,34.7,45.0,5.66,143.0,mango
72.3,58.8,50.9,27.5,80.6,6.3,157.7,jute
100.4,76.2,51.0,19.6,76.9,6.17,117.8,banana
96.0,34.8,22.7,21.9,66.9,6.95,220.2,coffee
91.9,17.1,54.7,24.4,82.3,6.12,25.1,watermelon
76.1,53.5,31.4,26.5,87.8,6.42,245.2,rice
116.2,67.3,31.2,26.2,87.8,5.87,83.4,banana
114.5,62.8,59.5,28.5,87.2,6.38,75.5,banana
82.5,73.7,44.0,30.0,70.8,5.96,121.1,banana
11.2,53.5,18.9,22.2,59.6,7.63,35.4,lentil
14.8,13.4,12.5,21.2,94.9,7.2,102.3,orange
16.4,38.3,34.5,35.8,51.8,5.74,68.1,mango
104.2,36.9,23.1,22.8,76.2,6.94,82.4,cotton
104.2,70.3,45.0,25.2,82.7,6.17,99.7,banana
137.2,39.2,18.6,25.2,54.0,7.47,194.2,coffee
20.8,137.2,191.3,22.9,86.0,6.5,61.4,grapes
83.2,9.6,40.4,24.8,88.6,6.02,23.7,watermelon
82.8,43.4,42.5,27.6,89.2,5.87,242.8,rice
83.1,91.2,48.2,28.7,75.1,6.07,125.7,banana
24.6,65.0,30.5,22.3,66.6,6.86,40.8,lentil
77.1,38.1,27.6,24.0,54.8,6.35,80.7,maize
10.9,79.8,23.4,20.5,70.7,6.63,30.9,lentil
128.8,34.2,19.0,33.0,82.1,5.81,115.8,cotton
42.1,69.8,101.7,25.4,15.2,7.75,80.6,chickpea
18.3,123.4,192.7,25.3,86.7,6.62,59.5,grapes
130.6,49.1,23.5,26.1,70.5,7.18,57.4,cotton
69.1,56.2,37.9,24.6,84.1,7.22,158.5,jute
13.7,28.7,30.7,25.7,59.7,6.12,85.0,mango
24.4,34.2,46.4,32.4,42.0,5.42,79.1,mango
95.2,17.4,20.9,23.1,66.0,7.2,157.0,coffee
34.4,19.2,7.8,26.7,87.5,6.43,96.5,orange
15.5,45.4,32.4,31.7,34.6,6.05,94.0,mango
51.1,72.2,77.9,21.0,17.3,7.14,76.6,chickpea
105.3,10.1,71.8,23.8,89.8,6.26,41.2,watermelon
31.1,63.1,70.2,15.1,15.9,7.27,76.7,chickpea
104.7,84.1,49.6,26.7,79.7,5.71,104.7,banana
108.2,61.9,56.7,24.5,80.8,6.0,95.1,banana
34.2,57.0,100.9,24.1,17.4,7.6,106.2,chickpea
127.6,39.4,25.0,28.5,73.8,6.77,78.1,cotton
70.6,56.1,39.0,23.2,78.9,6.5,151.9,jute
98.8,36.7,51.0,25.7,88.4,5.9,48.1,watermelon
110.5,67.1,47.7,25.4,78.9,5.95,89.3,banana
20.9,12.9,14.9,21.1,95.5,6.88,74.2,orange
108.2,70.8,53.4,27.0,69.5,6.19,74.9,banana
18.2,56.0,16.3,17.3,77.5,7.11,61.3,lentil
79.6,51.8,45.0,25.3,85.0,7.36,188.0,rice
134.1,34.6,23.1,28.5,66.0,6.37,118.8,cotton
17.4,77.3,16.8,16.3,75.3,7.74,40.5,lentil
17.2,21.7,12.6,22.9,92.4,6.83,115.2,orange
114.9,93.7,53.0,25.4,76.6,6.46,132.5,banana
19.1,23.1,14.3,25.3,89.0,6.93,148.9,orange
91.1,28.1,16.9,25.6,53.0,5.92,186.1,coffee
89.0,43.7,47.5,24.9,83.0,6.82,214.4,rice
107.5,33.4,18.1,29.2,75.0,6.69,72.4,cotton
82.4,38.5,49.4,25.4,85.7,7.18,136.3,jute
76.2,59.0,33.5,27.3,89.3,6.94,165.2,jute
14.7,74.9,14.4,18.3,65.1,7.49,43.4,lentil
102.3,52.0,2.5,27.2,86.8,7.93,72.7,cotton
77.1,45.5,26.8,25.4,71.9,6.08,85.1,maize
67.1,48.4,13.5,28.3,58.0,6.54,103.8,maize
74.5,40.3,43.7,18.3,83.4,6.66,221.0,rice
69.9,32.5,21.4,25.0,48.6,6.47,199.1,coffee
102.2,17.1,19.8,26.8,66.3,6.72,188.8,coffee
122.0,39.2,20.1,21.8,63.0,6.87,77.5,cotton
16.9,39.7,32.1,33.7,46.7,5.8,82.0,mango
100.3,91.8,60.2,24.4,72.6,6.35,101.8,banana
77.2,31.2,35.5,26.0,79.8,6.68,221.5,rice
24.5,138.5,182.8,25.3,80.3,6.2,82.7,grapes
124.7,79.3,52.0,19.8,80.0,6.45,120.6,banana
87.9,41.6,16.4,25.1,55.8,6.04,130.7,coffee
97.3,47.9,16.5,30.4,71.0,7.23,94.0,cotton
84.6,26.2,33.3,26.5,88.6,6.8,44.3,watermelon
116.4,71.0,57.4,28.5,83.9,6.11,116.7,banana
47.3,50.0,63.2,15.2,14.0,7.34,71.5,chickpea
83.9,32.4,39.4,29.6,78.9,6.15,229.9,rice
113.5,22.2,36.8,25.6,53.0,6.87,131.9,coffee
20.0,11.5,8.9,24.3,80.1,6.77,118.1,orange
17.8,19.2,19.4,22.6,90.9,7.2,125.1,orange
103.6,36.6,22.9,20.0,47.3,6.32,177.7,coffee
94.8,95.4,54.7,28.3,78.0,5.94,120.4,banana
122.8,97.3,46.4,32.2,84.2,6.7,116.4,banana
14.9,15.7,2.6,21.8,95.5,6.31,107.4,orange
98.0,30.0,31.1,24.6,47.4,6.72,173.7,coffee
74.1,40.2,15.5,25.5,62.6,5.95,97.5,maize
63.1,45.8,40.7,25.6,87.3,6.57,284.4,rice
108.3,44.7,13.8,28.6,76.7,7.71,37.3,cotton
65.3,51.3,40.7,20.9,83.2,7.03,269.2,rice
16.5,76.9,20.4,14.7,62.6,6.79,46.0,lentil
40.7,58.6,91.0,17.3,14.0,7.09,81.2,chickpea
94.8,40.0,29.1,27.5,55.2,6.98,181.4,coffee
17.0,10.2,8.1,21.1,91.7,6.74,112.0,orange
16.0,20.9,8.2,27.3,88.7,7.69,124.1,orange
38.2,49.8,78.5,16.6,15.2,6.67,81.8,chickpea
88.4,17.7,57.5,31.2,79.2,6.23,59.0,watermelon
19.9,74.4,22.7,24.3,67.8,6.52,66.1,lentil
75.2,44.3,13.8,27.4,62.8,6.33,70.4,maize
110.9,43.1,36.5,28.4,77.3,7.32,108.4,cotton
17.0,142.3,186.2,24.5,78.0,6.3,68.8,grapes
83.5,44.8,43.4,22.6,81.6,7.06,202.7,rice
88.7,2.7,61.1,25.8,89.0,6.6,48.5,watermelon
127.8,33.7,27.6,27.6,61.4,6.36,98.1,cotton
30.0,55.5,26.5,23.8,57.8,6.62,55.9,lentil
20.5,26.2,28.4,31.4,52.6,6.17,92.6,mango
42.2,55.8,81.3,21.7,14.0,7.72,60.8,chickpea
86.8,17.7,54.1,24.3,81.7,6.28,31.5,watermelon
26.4,16.5,3.0,24.1,83.8,7.04,111.7,orange
83.8,43.2,32.4,26.6,79.4,6.96,220.9,jute
73.2,52.9,40.5,25.9,83.9,6.1,215.7,rice
21.6,64.2,17.5,21.5,67.9,7.12,46.8,lentil
77.2,35.3,43.0,23.8,80.4,7.19,187.3,jute
85.2,22.0,37.7,29.1,55.7,7.3,142.1,coffee
74.6,36.0,40.7,26.1,83.0,6.44,233.8,rice
116.2,92.1,46.9,28.2,76.3,6.14,101.6,banana
103.6,22.0,24.6,21.8,69.8,7.15,198.6,coffee
108.1,33.1,17.2,28.5,70.5,7.04,117.0,cotton
127.4,43.8,17.9,25.2,77.3,7.48,54.4,cotton
87.5,36.6,43.4,25.4,85.9,6.47,240.3,rice
76.7,44.9,18.0,21.3,54.0,6.68,117.3,maize
118.4,99.8,43.9,29.7,90.3,6.04,94.6,banana
10.7,73.6,31.7,19.1,77.8,6.8,27.3,lentil
75.0,71.7,56.2,26.9,82.4,5.86,120.9,banana
12.1,28.5,27.7,27.4,41.1,5.93,96.3,mango
67.8,37.3,55.5,25.3,83.3,6.14,199.8,rice
11.9,72.2,15.8,21.1,59.1,6.41,37.6,lentil
40.7,52.9,77.2,21.1,14.0,7.42,82.8,chickpea
118.6,29.5,21.5,27.3,69.0,6.09,64.3,cotton
79.1,39.1,51.9,20.7,81.4,5.25,160.8,jute
68.8,40.7,41.3,25.1,78.4,6.7,194.5,jute
22.9,117.1,204.8,24.1,85.5,6.07,80.2,grapes
110.2,46.4,17.5,22.0,69.2,6.78,177.4,coffee
105.5,57.9,8.3,34.8,67.6,7.27,79.5,cotton
55.5,50.8,22.7,24.6,72.6,6.46,68.5,maize
100.6,62.1,33.1,24.2,83.1,6.82,185.2,jute
92.5,16.3,35.1,24.1,85.1,6.3,50.3,watermelon
6.2,52.4,32.4,16.7,71.6,7.05,34.4,lentil
72.9,26.8,34.5,26.2,86.4,6.71,138.3,jute
117.0,24.8,45.3,25.4,83.4,7.14,27.8,watermelon
93.3,73.7,65.0,25.9,86.8,6.32,78.0,banana
49.8,66.9,86.5,18.3,17.7,7.6,96.1,chickpea
97.7,34.2,35.8,20.8,55.8,5.73,150.0,coffee
19.7,60.5,8.0,20.0,57.5,6.92,57.5,lentil
118.8,50.0,3.0,25.4,72.7,7.32,83.8,cotton
21.0,63.1,30.5,17.6,70.3,6.94,54.9,lentil
16.7,32.5,33.9,31.5,42.8,5.94,115.5,mango
89.7,68.1,41.3,24.2,78.5,6.17,93.7,banana
19.0,130.6,180.7,23.5,83.8,5.96,71.1,grapes
92.6,39.3,29.1,26.7,78.7,7.41,213.7,jute
16.8,89.2,205.0,21.6,73.1,5.9,53.7,grapes
22.2,38.4,12.7,19.1,57.7,6.32,34.9,lentil
35.0,39.7,29.1,31.1,53.4,5.79,90.1,mango
31.7,63.6,33.4,20.1,63.6,7.13,44.7,lentil
93.5,10.5,51.0,25.1,84.8,6.69,53.2,watermelon
68.3,50.2,42.9,23.6,85.2,5.4,219.5,rice
83.1,28.2,55.1,25.5,87.3,6.16,43.3,watermelon
106.8,29.0,28.7,29.3,57.1,6.87,177.4,coffee
31.7,80.5,26.6,20.2,43.0,6.84,45.1,lentil
116.1,33.0,22.8,24.6,50.7,6.25,156.7,coffee
13.3,10.6,11.9,20.9,89.7,6.29,150.4,orange
13.5,16.7,9.5,22.0,89.4,7.18,137.6,orange
80.1,53.1,31.2,27.3,88.0,6.77,228.0,rice
25.2,71.9,21.2,22.8,67.6,6.91,44.7,lentil
124.0,36.5,25.5,23.1,61.9,5.84,115.8,maize
70.4,51.1,45.6,21.5,88.4,6.34,197.3,rice
16.8,131.8,189.6,24.5,83.4,6.02,82.9,grapes
11.7,131.9,205.0,22.5,80.8,6.34,86.1,grapes
109.8,22.8,52.1,21.4,90.1,6.68,48.8,watermelon
39.0,48.0,71.8,16.9,17.6,7.42,122.0,chickpea
126.3,36.6,15.6,29.0,66.9,7.11,84.6,cotton
85.4,14.1,43.7,25.3,91.7,6.36,56.0,watermelon
73.8,39.4,40.1,25.7,81.3,6.13,202.2,jute
32.0,78.9,92.8,18.7,16.0,7.26,84.5,chickpea
95.4,93.1,58.6,27.1,86.1,6.37,148.9,banana
91.3,14.8,69.5,25.3,81.0,6.76,34.0,watermelon
93.1,55.4,43.8,25.4,79.2,6.53,198.0,jute
9.9,64.9,25.4,18.5,75.1,7.29,45.1,lentil
31.2,57.1,86.4,18.6,18.2,7.72,84.2,chickpea
21.3,34.3,27.6,30.0,58.6,6.08,67.5,mango
68.4,54.9,49.1,24.9,80.2,6.86,156.9,jute
88.6,10.8,42.4,25.2,63.5,6.54,179.7,coffee
26.7,69.3,12.4,18.3,67.0,6.68,41.3,lentil
137.7,54.5,24.6,27.0,58.8,6.44,83.2,cotton
17.9,61.4,24.5,23.0,69.0,6.84,30.2,lentil
104.1,11.3,61.1,27.8,82.9,5.94,48.2,watermelon
81.9,18.8,24.8,25.2,71.9,6.44,104.9,maize
93.9,6.9,59.8,23.1,91.5,6.44,35.7,watermelon
13.0,139.3,169.9,28.0,79.2,5.88,72.5,grapes
79.0,49.6,27.1,21.5,75.6,7.37,151.9,jute
18.6,17.2,22.2,22.6,83.7,6.94,89.8,orange
16.2,14.9,3.6,21.5,91.8,7.63,158.8,orange
92.4,31.4,24.9,25.0,73.5,6.85,73.0,cotton
